source,record_id_or_url,title,year,doi,cited_by_count,type,search_topic
openalex,https://openalex.org/W2621475243,Game Changers and Transformative Social Innovation: the case of the economic crisis and the new economy,2014,,28,book,game currency monetary policy
openalex,https://openalex.org/W2963597302,The alter-politics of complementary currencies: The case of Sardex,2019,10.1080/23311886.2019.1646625,17,article,game currency monetary policy
openalex,https://openalex.org/W3123030545,Credibility Costs in the Monetary Integration Game,2004,,1,preprint,game currency monetary policy
openalex,https://openalex.org/W4213325383,Nordic Economic Policy Review,2011,10.6027/tn2011-570,57,book,game currency monetary policy
openalex,https://openalex.org/W2954556063,Monetary Policy in an Emerging European Economic and Monetary Union,1990,10.5089/9781451958522.001,5,article,game currency monetary policy
openalex,https://openalex.org/W3035998867,Monetary and Fiscal Policies in the COVID-19 Crisis. Will They Work?,2020,10.35995/jbafp2030018,8,article,game currency monetary policy
openalex,https://openalex.org/W3124517388,"International Remittances and Development: Existing Evidence, Policies and Recommendations",2006,10.18235/0008624,61,report,game currency monetary policy
openalex,https://openalex.org/W2747025586,Three essays on monetary policy and economic growth in China,2009,10.20381/ruor-19973,8,dissertation,game currency monetary policy
openalex,https://openalex.org/W2135015958,The Euro in the ‘Currency War’,2014,10.3917/ncae.011.0001,11,article,game currency monetary policy
openalex,https://openalex.org/W2167380066,"The ""Thin Film Of Gold"": Monetary Rules and Policy Credibility In Developing Countries",2008,10.3386/w13918,10,report,game currency monetary policy
openalex,https://openalex.org/W3121128425,Bank of Japan'S Monetary Easing Measures,2011,10.5089/9781463924638.001,16,article,game currency monetary policy
openalex,https://openalex.org/W4399335408,Currency Hegemony as a Tool of US Global Dominance,2024,10.26794/2220-6469-2024-18-1-69-79,3,article,game currency monetary policy
openalex,https://openalex.org/W3143331816,The Choice of Monetary Policy Regime for Small Open Economies,2002,10.2307/20076356,8,article,game currency monetary policy
openalex,https://openalex.org/W2044593920,Prospects for a Chinese currency area: simulations of Robert Mundell's multi‐currency monetary union,2008,10.1080/17487870802556532,1,article,game currency monetary policy
openalex,https://openalex.org/W4200122547,A modern approach to monetary and fiscal policy,2021,10.1016/j.iree.2021.100232,6,article,game currency monetary policy
openalex,https://openalex.org/W1582881136,The Changing Nature of IMF Conditionality,1991,10.1787/187765075405,214,report,game currency monetary policy
openalex,https://openalex.org/W2078618079,"Financial markets in development, and the development of financial markets",1997,10.1016/0165-1889(95)00928-0,919,article,game currency monetary policy
openalex,https://openalex.org/W2986591274,Rethinking central banking: committee on international economic policy and reform,2011,,32,book,game currency monetary policy
openalex,https://openalex.org/W1606249462,The Advantage of Transparency in Monetary Policy Instruments,2006,10.21034/sr.297,6,preprint,game currency monetary policy
openalex,https://openalex.org/W2124317732,"Local Economic Development, Agglomeration Economies, and the Big Push: 100 Years of Evidence from the Tennessee Valley Authority *",2013,10.1093/qje/qjt034,895,article,game currency monetary policy
openalex,https://openalex.org/W2029792205,The Effect of Credit Market Competition on Lending Relationships,1995,10.2307/2118445,3406,article,game currency monetary policy
openalex,https://openalex.org/W2114124966,Was This Time Different? Fiscal Policy in Commodity Republics,2013,10.1016/j.jdeveco.2013.07.012,52,article,game currency monetary policy
openalex,https://openalex.org/W1568611263,"Dominant Currencies, Special Drawing Rights and Supernational Bank Money",2009,,12,article,game currency monetary policy
openalex,https://openalex.org/W2519098925,Benchmarking macroprudential policies: An initial assessment,2016,10.1016/j.jfs.2016.08.007,45,article,game currency monetary policy
openalex,https://openalex.org/W4211139988,Accountability in Public Policy Partnerships,2010,10.1057/9780230290617,51,book,game currency monetary policy
openalex,https://openalex.org/W2003767156,The political origins of health inequity: prospects for change,2014,10.1016/s0140-6736(13)62407-1,691,article,game currency monetary policy
openalex,https://openalex.org/W3121264026,"The Endogeneity of optimum currency area criteria, intraindustry trade and EMU enlargement",2001,,21,preprint,game currency monetary policy
openalex,https://openalex.org/W4313164907,A Privacy-Preserving Transparent Central Bank Digital Currency System Based on Consortium Blockchain and Unspent Transaction Outputs,2022,10.1109/tsc.2022.3226120,33,article,game currency monetary policy
openalex,https://openalex.org/W3123919209,Self-Fulfilling Currency Crises: The Role of Interest Rates,2005,10.3386/w11191,18,report,game currency monetary policy
openalex,https://openalex.org/W2900967892,Cryptocurrency As An Alternative Currency In Malaysia: Issues and Challenges,2020,10.52282/icr.v9i1.137,16,article,game currency monetary policy
openalex,https://openalex.org/W4323967766,An evolutionary game analysis of digital currency innovation and regulatory coordination,2023,10.3934/mbe.2023396,5,article,game currency monetary policy
openalex,https://openalex.org/W2283138625,The rocky path from policy-relevant science to policy implementation — a case study from the South American Chaco,2016,10.1016/j.cosust.2015.12.003,54,review,game currency monetary policy
openalex,https://openalex.org/W3117086259,"Fintech: what’s old, what’s new?",2020,10.1016/j.jfs.2020.100836,384,article,game currency monetary policy
openalex,https://openalex.org/W3032750061,Budget Policy of Social Development,2018,10.21303/978-9949-7316-1-9,42,book,game currency monetary policy
openalex,https://openalex.org/W2871944993,Bitcoin: The First Self-Regulating Currency?,2018,10.61315/lselr.23,15,article,game currency monetary policy
openalex,https://openalex.org/W4211072525,The variation in firm lobbying by political regime: can it explain trade and currency policy differences?,2022,10.1017/psrm.2021.79,10,article,game currency monetary policy
openalex,https://openalex.org/W2762515529,"Rethinking higher education and its relationship with social inequalities: past knowledge, present state and future potential",2017,10.1057/s41599-017-0001-8,335,article,game currency monetary policy
openalex,https://openalex.org/W2161548773,Self-Enforcing Trade Agreements : Evidence From Time-Varying Trade Policy,2010,10.1596/1813-9450-5223,74,report,game currency monetary policy
openalex,https://openalex.org/W4395069734,The Elusive Gains from Nationally Oriented Monetary Policy,2024,10.1093/restud/rdae046,7,article,game currency monetary policy
openalex,https://openalex.org/W2891054859,Rational contagion and the globalization of securities markets,2000,10.1016/s0022-1996(99)00038-0,969,article,game currency monetary policy
openalex,https://openalex.org/W3155141378,Governmental Taxation of Households Choosing between a National Currency and a Cryptocurrency,2021,10.3390/g12020034,16,article,game currency monetary policy
openalex,https://openalex.org/W3111855329,Cooperative decision-making on fiscal and monetary policy in Iraq using the prisoner’s dilemma,2020,10.21511/bbs.15(4).2020.08,8,article,game currency monetary policy
openalex,https://openalex.org/W2115285680,Theories and Empirical Studies of International Institutions,1998,10.1162/002081898550734,794,article,game currency monetary policy
openalex,https://openalex.org/W2105657289,European Monetary Unification and International Monetary Cooperation,1997,,9,preprint,game currency monetary policy
openalex,https://openalex.org/W2111095399,Monetary Policy Independence in the ERM: Was There Any?,2000,10.17016/ifdp.2000.665,6,article,game currency monetary policy
openalex,https://openalex.org/W2267290404,Asymmetric Shocks in a Currency Union: The Role of Central Bank Collateral Policy,2015,10.2139/ssrn.2607944,8,preprint,game currency monetary policy
openalex,https://openalex.org/W2201563156,IS FISCAL POLICY COORDINATION DESIRABLE FOR A MONETARY UNION? AN ASSESSMENT FROM THE PERSPECTIVE OF A SMALL OPEN ECONOMY,2015,10.1016/j.inveco.2015.11.001,12,article,game currency monetary policy
openalex,https://openalex.org/W1867349140,Made in Africa: Industrial Policy in Ethiopia,2015,10.1093/acprof%3aoso/9780198739890.001.0001,54,book,game currency monetary policy
openalex,https://openalex.org/W4311495396,"Tackling Gender Inequality: Definitions, Trends, and Policy Designs",2022,10.5089/9798400224843.001,57,article,game currency monetary policy
openalex,https://openalex.org/W2015620771,Employability in a Knowledge-driven Economy,2003,10.1080/1363908032000070648,594,article,game currency monetary policy
openalex,https://openalex.org/W1548162074,Bretton Woods and Its Precursors: Rules Versus Discretion in the History of International Monetary Regimes,1992,10.3386/w4001,22,report,game currency monetary policy
openalex,https://openalex.org/W2951163682,AN INVESTIGATION ON THE CRYPTO CURRENCIES AND ITS FUTURE,2019,10.34111/ijebeg.20191115,10,article,game currency monetary policy
openalex,https://openalex.org/W3088950691,Fiscal policies in a monetary union: the eurozone case,2020,10.4337/ejeep.2020.02.05,5,article,game currency monetary policy
openalex,https://openalex.org/W1509091539,Devaluation Expectations and Speculative Attacks on the Currency,1989,10.2307/3440165,14,article,game currency monetary policy
openalex,https://openalex.org/W4392202874,Monetary Reform and Central Bank Digital Currencies: The Impact on Retail Banking,2024,10.26414/a3919,5,article,game currency monetary policy
openalex,https://openalex.org/W2024373872,A K% MONEY GROWTH LEADERSHIP RULE IN AN INTERNATIONAL MONETARY POLICY GAME,1999,10.1111/j.1465-7287.1999.tb00700.x,1,article,game currency monetary policy
openalex,https://openalex.org/W4225580395,Revisiting the Monetary Transmission Mechanism Through an Industry-Level Differential Approach,2022,10.5089/9798400201028.001,19,article,game currency monetary policy
openalex,https://openalex.org/W1998137897,Explaining Fiscal Policies and Inflation in Developing Countries,1990,10.3386/w3493,49,report,game currency monetary policy
openalex,https://openalex.org/W2095099303,"Industrial Policy, FDI and Employment: Still ‘Missing a Strategy’",2006,10.1007/s10842-006-7185-8,62,article,game currency monetary policy
openalex,https://openalex.org/W2955275699,The Scope for Inflation Targeting in Developing Countries,1997,10.5089/9781451855159.001,96,article,game currency monetary policy
openalex,https://openalex.org/W1534577795,Adjustment and financing in the developing world: The role of the international monetary fund,1984,10.1016/0164-0704(84)90133-2,23,article,game currency monetary policy
openalex,https://openalex.org/W2955785858,An Evaluation of Monetary Regime Options for Latin America,2002,10.5089/9781451874853.001,13,article,game currency monetary policy
